,toxic,comment_text
59631,1,"ridiculous
a sop for the rich over the average guy
limousine liberalism once again- courtesy of the ultimate limo liberal Premier Wynne
 if you can afford a tesla, you can afford the tax
cant wait til she is gone and an end to one policy for one group and another for the rest of us"
62992,0,There is no public record of any charges being filed against Donald Trump for and crime to do with sexual assault.
1509,0,"""What's to prevent someone hacking into Tesla cars with malware, and suddenly your car can only go 10 MPH while endlessly playing ""The March of the Marionettes"" on your car's speakers?""

Someone demonstrated the ability to do that on a Jeep Cherokee a few years ago.  Well, not that exactly.  But the ability to remotely engage the brakes.  It's a risk with any connected device."
91424,0,"Thank You to the officers that responded to this call.  Because of your bravery that evening, you have ensured there isn't any additional victims from this weapon. Based on the information provided, it is likely you neutralized the criminal responsible as well. If there are additional accomplices, I hope you catch them too.

Officer Salao, I wish you a full speedy recovery."
23659,1,Please don't foist that idiot onto the good citizens of Wisconsin.  The Progs in Minnesota owe America for electing Stuart Smalley.
23616,0,"yup, and if banks lose, the tax payer is backing it up anyway as the did also in Canada in 2008."
9465,0,"30K Neil. And only about 9k are criminal homicides, primarily committed by, and upon, a few ten thosands of known criminals in violation of thousands of extant restrictions. And that in a population of 330,000,000 with >100,000,000 legal owners.

As for utility, they are used safely and responsibly in the millions for a variety of legal activities every day, as well as hundreds of thousands of times a year, at least, for self-defense."
11431,0,"MSW has alot of unwarranted faith in Republicans.  Yes, Trump is a disaster, but the Republicans are pretty sleazy too.  In Sally Yates' questioning by the Senate, the R's tried their darndest to discredit her and  create the  impression that her claims were all about partisanship.  It was shocking and disgusting to watch.  

Now they are trying to ""find out the truth"".   The first order of business is to take care of themselves, and find a way to blame the democrats.  McConnell wants Merrick Garland for FBI Director.  Why?  Because then they could discredit anything coming from the FBI.  They will claim Garland is retaliating.  They won't impeach Trump.  They might want him to resign or focus on something else until this blows over but I think impeachment would hurt their image too much.  What Trump will do?  Will he say the heck with it and resign or will he double down.  It doesn't matter, in 2018, Americans will again keep Republicans in charge of both houses."
23255,0,It is a good bet that this law was passed to appease particular investors who suffered financially when Bill Browder was declared persona non grata in Russia. Follow the money and you will find the real reasons for this and much other legislation. It is a shame that the House of Commons voted unanimously for this piece of legalistic nonsense. If MPs were allowed to vote their conscience and if they could vote by secret ballot - free from intimidation and coercion by powerful special interest groups -  legislative travesties such as the Magnitsky law might not see the light of day.
41409,1,"And who can forget how Alaska's biggest embarrassment - $arah PayMe - wanted the victims to pay for their rape kit procedures, and pooh-poohed the the whole ""rape thing"" while she was GINO.  Her lackey, $ean Parnell, and his Choose Respect ""campaign"" was lip service only while sitting behind closed doors and doing nothing to educate/prevent against sexual abuse. For shame, Alaska. Thanks, Ms. Moore, for bringing this ongoing atrocity to light."
43566,0,"Jerry Falwell did.

I still have my cherished copy of his ""Declaration of War"" from the 70s."
15296,0,"The democrats have no one to blame but themselves in their election loss. The more that is found out about Hillary's behind-the-scene activities the more disgusting it becomes. At first I was very unimpressed that she erased 33,000 e-mails in the face of an investigation. Now, it would reveal quite a bit more about her role of Secretary of State if they were available..... Using private servers all to circumvent public office scrutiny....."
